datetime,open,high,low,close,volume,rsi14,macd1,macd2,macd3,obv,smaObv,wave1,wave2,minusDM,plusDM,9ema,21ema
2022-01-05 04:00:00+00:00,46448.0,46531.37260436,46242.6,46410.0,1231.2524431299998,47.66703690765281,,,,5443.9181275899955,,-45.70793344213769,-47.05543066729467,1685.565891006191,1821.2946877158743,46438.05499793484,46736.1293227138
2022-01-05 08:00:00+00:00,46408.1,47076.55,46111.33,46273.31,2486.988149159999,46.14177536379999,,,,2956.9299784299965,,-40.23656916357861,-46.22960583255807,1565.1683273628914,2236.3796056618826,46405.10599834788,46694.05483883073
2022-01-05 12:00:00+00:00,46271.61,46841.56,45896.74,46628.2,4780.901184470001,50.56465794645516,,,,7737.831162899997,,-36.25744076482579,-42.887557210681436,1667.9605896941173,2076.6382052574622,46449.724798678304,46688.06803530066
2022-01-05 16:00:00+00:00,46649.68,46696.53,44500.0,44665.0,11339.297177829976,33.953667339619734,,,,-3601.466014929979,,-51.75669198939605,-43.48965883998453,2945.5605475731068,1928.3069048819293,46092.779838942646,46504.15275936424
2022-01-05 20:00:00+00:00,44679.47,44843.0,42413.59,43436.04,16952.22115805,27.797480653525547,,,,-20553.68717297998,,-67.99771042268047,-49.06210308512023,4821.573365603603,1790.570697390363,45561.43187115412,46225.23341760386
2022-01-06 00:00:00+00:00,43457.0,43794.5,42804.33,42825.2,5731.1996941800035,25.338369492398655,,,,-26284.88686715998,,-76.14692782539075,-58.03969275057326,4477.175268060489,1662.6727904339084,45014.185496923295,45916.13947054896
2022-01-06 04:00:00+00:00,42832.08,43280.26,42584.15,43227.81,4117.93330214,29.749633889291598,,,,-22166.953565019983,,-79.54026828252485,-68.86039962999803,4377.557034627597,1543.9104482600578,44656.91039753864,45671.745882317235
2022-01-06 08:00:00+00:00,43228.1,43263.19,42412.0,42876.0,5070.56683983,28.182680010098416,,,,-27237.520404849984,,-80.7079686357828,-76.09821879159472,4237.024389297056,1433.6311305271965,44300.72831803091,45417.58716574294
2022-01-06 12:00:00+00:00,42858.37,43235.44,42619.2,42938.36,5667.870947390002,28.89757395346697,-1084.7004909906464,-654.8581449892663,-429.84234600138006,-21569.649457459982,,-79.73766320577388,-79.03320698736808,3934.379790061552,1331.228906918111,44028.25465442473,45192.202877948126
2022-01-06 16:00:00+00:00,42941.11,43517.06,42743.29,43441.82,6444.388985550005,34.56116072787284,-1081.822493630636,-740.2510147175402,-341.5714789130958,-15125.260471909976,,-76.63626163507703,-79.15554043978965,3653.352662200012,1517.7611278525271,43910.96772353978,45033.07716177103
2022-01-06 20:00:00+00:00,43441.82,43666.9,43000.0,43083.76,4398.026904549999,32.57391049066937,-1095.8023818114743,-811.3612881363271,-284.4410936751473,-19523.287376459975,,-73.26563025853716,-77.58688093379273,3392.398900614297,1559.1896187202076,43745.526178831824,44855.86651070094
2022-01-07 00:00:00+00:00,43081.79,43144.72,41507.0,41797.85,7142.842969060002,26.647852430373636,-1196.8472243256765,-888.458475374197,-308.38874895147956,-26666.130345519978,,-74.3740426752468,-76.00339944365871,4643.084693427561,1447.8189316687642,43355.99094306546,44577.86500972812
2022-01-07 04:00:00+00:00,41798.69,41950.83,40938.98,41683.68,8893.647352960012,26.19224083372257,-1271.4817052205544,-965.0631213434684,-306.418583877086,-35559.777698479986,,-75.99949936514977,-75.0688584835027,4879.455786754161,1344.4032936924239,43021.52875445237,44314.757281571015
2022-01-07 08:00:00+00:00,41689.65,42821.0,41596.38,42241.74,5298.942061719998,32.28650611711497,-1270.948586773855,-1026.2402144295456,-244.70837234430928,-30260.835636759988,,-73.27847349632854,-74.22941144881557,4530.923230557435,2118.544487000106,42865.57100356189,44126.30116506456
2022-01-07 12:00:00+00:00,42242.49,42745.2,40571.53,41321.73,10315.373109430002,28.158625542690313,-1329.4382679136397,-1086.8798251263645,-242.55844278727523,-40576.208746189994,,-72.94733297819786,-74.14983712873074,5232.135856946188,1967.2198807858128,42556.80280284951,43871.34015005869
2022-01-07 16:00:00+00:00,41318.82,42323.17,40925.04,41766.0,6632.998769059999,32.63744685551067,-1324.6728811380963,-1134.4384363287108,-190.23444480938542,-33943.20997713,,-71.12998430388396,-73.33882253589003,4858.411867164317,1826.7041750153976,42398.64224227961,43679.945590962445
2022-01-07 20:00:00+00:00,41763.92,42050.7,41329.0,41564.61,3998.5933580200003,31.67348348571244,-1321.9086278964242,-1171.9324746422535,-149.97615325417064,-37941.80333515,,-68.95393138738659,-71.57743054144925,4511.382448081152,1696.2253053714405,42231.83579382369,43487.6423554204
2022-01-08 00:00:00+00:00,41564.57,42237.12,41523.7,41807.56,2519.4088199900007,34.19838583121672,-1285.297789853561,-1194.605537684515,-90.69225216904601,-35422.39451516,,-65.47761732744961,-69.6272164992295,4189.140844646784,1761.4863549877718,42146.98063505895,43334.907595836725
2022-01-08 04:00:00+00:00,41807.55,42010.38,41737.65,41908.4,1565.4622745599997,35.267631308891836,-1233.9226000495692,-1202.4689501575258,-31.45364989204336,-33856.9322406,,-61.933795785041745,-66.87383220094048,3889.9164986005853,1635.6659010600738,42099.26450804716,43205.225087124294
2022-01-08 08:00:00+00:00,41915.6,42208.08,41763.0,41947.31,1832.67991838,35.701794305001364,-1176.5056553307804,-1197.2762911921768,20.770635861396386,-32024.25232222,,-57.97372011160997,-63.58476615287198,3612.0653201291148,1716.53262241293,42068.87360643773,43090.869170112994
2022-01-08 12:00:00+00:00,41947.32,42059.31,41445.44,41613.86,2621.7609203300017,33.62069787208574,-1144.7133977268168,-1186.7637124991047,42.05031477228795,-34646.013242550005,,-56.25445058212926,-60.409895951557644,3671.620654405604,1593.923149383435,41977.87088515019,42956.59560919363
2022-01-08 16:00:00+00:00,41615.2,41740.25,40505.3,40825.96,8968.11709416001,29.277921507190985,-1169.6121885188477,-1183.3334077030534,13.721219184205665,-43614.13033671002,,-58.820677276333434,-58.745660938778606,4349.502036233775,1480.0714958560468,41747.48870812015,42762.901462903304
2022-01-08 20:00:00+00:00,40821.62,42319.82508013,40707.77,41684.84,6238.868071310005,38.58998666277591,-1107.276230438314,-1168.1219722501055,60.84574181179141,-37375.262265400015,,-56.07070440220821,-57.27988809307022,4038.8233193599335,1953.9271834249025,41734.958966496124,42664.89587536664
2022-01-09 00:00:00+00:00,41687.21240698,42190.15,41383.25,41846.66,2951.7769137799996,40.187940171007575,-1032.9102663531303,-1141.0796310707105,108.16936471758027,-34423.48535162002,,-51.22138217079527,-55.59180360786654,3750.3359394056524,1814.3609560374096,41757.2991731969,42590.51079578785
2022-01-09 04:00:00+00:00,41846.65,42120.0,41675.39,41797.24,1430.45228368,39.84692399752548,-966.8176133934758,-1106.2272275352636,139.40961414178787,-35853.93763530002,,-46.132046117491875,-53.0612024917072,3482.4548008766774,1684.7637448918804,41765.28733855752,42518.39526889804
2022-01-09 08:00:00+00:00,41806.7,41995.0,41405.06,41867.68,1840.3358286999994,40.62034891704311,-898.3986104946744,-1064.6615041271457,166.26289363247133,-34013.60180660002,,-43.050596826705295,-49.11868237930016,3504.038029385488,1564.4234773996031,41785.765870846015,42459.23933536185
2022-01-09 12:00:00+00:00,41865.63,41941.0,41200.0,41622.98,3094.0236826100004,38.75611722540083,-854.0760457107754,-1022.5444124438716,168.46836673309622,-37107.62548921002,,-42.706827563987666,-45.77771316974503,3458.8095987150937,1452.6789432996316,41753.20869667681,42383.215759419865
2022-01-09 16:00:00+00:00,41622.98,42766.33,41571.28,42711.26,5105.550827910005,49.792280033941424,-722.8029702167114,-962.5961239984396,239.79315378172817,-32002.074661300016,,-30.699170859704218,-40.64716034197227,3211.751770235444,2174.246161635374,41944.81895734145,42413.03796310897
2022-01-09 20:00:00+00:00,42711.05,42831.12,41769.03,41876.52,3909.22229479,43.34095246740091,-678.3055695280127,-905.7380131043542,227.43244357634148,-35911.29695609002,,-23.706139000223764,-35.04068356265523,2982.3409295043407,2083.7328643757055,41931.159165873156,42364.26360282634
2022-01-10 00:00:00+00:00,41875.01,42046.96,41600.0,41979.42,3372.93476997,44.29902569677876,-627.5044086519338,-850.0912922138701,222.58688356193636,-32538.362186120015,,-22.584950664172418,-29.924272022022016,2938.3465773968865,1934.8948026345836,41940.811332698526,42329.27782075122
2022-01-10 04:00:00+00:00,41979.61,42270.0,41835.0,42053.05,2428.132755169999,45.01548893614331,-574.6782637074066,-795.0086865125775,220.33042280517088,-30110.229430950018,,-17.896070451353744,-23.721582743863536,2728.4646790113948,2019.7280310178285,41963.25906615882,42304.16620068292
2022-01-10 08:00:00+00:00,42046.5,42129.0,41431.3,41569.0,3256.4076300299994,41.25830378608257,-565.3548935804138,-749.0779279261448,183.72303434573098,-33366.637060980014,,-21.248512877682007,-21.35891824835798,2937.274344796292,1875.4617430879837,41884.407252927056,42237.332909711746
2022-01-10 12:00:00+00:00,41557.35,41616.41,39558.7,40988.0,17202.299573399992,37.24051673024494,-597.9550464030763,-718.853351621531,120.89830521845477,-50568.93663438001,,-35.245956416782285,-24.243872602497614,4600.069034453705,1741.5001900102707,41705.125802341645,42123.75719064704
2022-01-10 16:00:00+00:00,40988.0,42134.44,40559.39,41291.22,11917.064328789998,40.497227158416,-592.4936841256422,-693.5814181223533,101.08773399671111,-38651.872305590005,,-37.06726912776858,-27.864452218396657,4271.492674849869,2135.13731929525,41622.344641873315,42048.07199149731
2022-01-10 20:00:00+00:00,41295.1,41992.58,41169.07,41824.07,4234.344628650001,45.81813286443104,-538.9562215535698,-662.6563788085966,123.70015725502685,-34417.52767694,,-33.03445709475915,-31.649048879248006,3966.3860552177357,1982.6275107741608,41662.68971349865,42027.70817408846
2022-01-11 00:00:00+00:00,41842.22,42416.0,41559.18,42297.29,3756.645072330001,50.086929357670364,-453.1192212870883,-620.7489473042949,167.62972601720662,-30660.88260461,,-22.66427889443943,-32.002990383437364,3683.072765559326,2264.431260004576,41789.60977079892,42052.21561280769
2022-01-11 04:00:00+00:00,42295.73,42385.7,41983.31,42218.01,2720.1403424600003,49.38493885236127,-387.0285889268853,-574.004875628813,186.97628670192773,-33381.02294707,,-13.2600971719547,-26.506525572230466,3419.9961394479456,2102.686170004249,41875.28981663913,42067.287829825174
2022-01-11 08:00:00+00:00,42219.41,42642.79,41591.6,41838.0,4293.8753505899995,46.05311588902176,-361.15178478226153,-531.4342574595028,170.28247267724123,-37674.89829766,,-8.365039529490012,-19.33096817266082,3567.4207009159486,1952.4943007182312,41867.831853311305,42046.44348165925
2022-01-11 12:00:00+00:00,41820.02,42192.0,41265.0,41743.78,5643.940695059999,45.23817661790224,-344.2783708822608,-494.00308014405437,149.72470926179358,-43318.838992720004,,-9.660288990190018,-13.48742614651854,3639.204936564808,1813.0304220955004,41843.02148264904,42018.928619690225
2022-01-11 16:00:00+00:00,41750.69,43127.87,41691.3,43008.27,10425.819612300002,56.39129680023878,-226.26406231807778,-440.45527657885907,214.1912142607813,-32893.01938042,,3.0247140814069082,-7.065177902556956,3379.261726810179,2619.3982490886815,42076.07118611923,42108.868745172935
2022-01-11 20:00:00+00:00,43008.27,43144.74,42619.53,42753.43,3403.84385021,54.004132260146456,-151.55331843082968,-382.67488494925317,231.1215665184235,-36296.86323063,,13.57644523842993,-0.3560422999607984,3137.8858891808804,2449.168374153771,42211.54294889539,42167.465222884486
2022-01-12 00:00:00+00:00,42748.21,42984.77,42459.21,42618.57,2335.5261206799996,52.731964269010966,-102.05021916382975,-326.5499517921685,224.49973262833873,-38632.38935131,,19.13333279366308,6.518550780827475,3074.0711828108174,2274.22777599993,42292.94835911631,42208.474748076806
2022-01-12 04:00:00+00:00,42618.57,42885.0,42478.76,42581.62,1598.1789882499997,52.367966141233325,-65.05035256816336,-274.25003194736746,209.1996793792041,-40230.56833956,,22.63187668166804,14.59159219879199,2854.4946697529017,2111.782934857078,42350.68268729305,42242.39704370619
2022-01-12 08:00:00+00:00,42580.55,43474.0,42523.0,42955.8,3255.7225801099994,55.702643508018056,-5.471421730326256,-220.49430990395922,215.02288817363296,-36974.84575945,,28.465290825643905,20.951736384851237,2650.60219334198,2549.941296653001,42471.70614983444,42307.251857914714
2022-01-12 12:00:00+00:00,42955.25,44147.63,42892.57,43572.42,9077.160637720004,60.59810385807969,90.45863999994617,-158.30371992317814,248.7623599231243,-27897.685121729995,,36.56614951013502,26.699162452777514,2461.2734652461245,3041.432632606355,42691.84891986755,42422.267143558835
2022-01-12 16:00:00+00:00,43567.0,43919.99,43328.7,43763.95,4850.95142837,62.00276512200582,179.86539901939977,-90.66989613466255,270.53529515406234,-23046.733693359995,,42.20406041471412,32.46684435804027,2285.468217728544,2824.187444563044,42906.26913589404,42544.23831232621
2022-01-12 20:00:00+00:00,43763.95,44348.5,43653.29,43918.65,4253.143046160001,63.14559625238735,260.204422193965,-20.49503246893704,280.69945466290204,-18793.59064719999,,47.268857828336465,38.62608964470738,2122.220487890791,3050.9697699514004,43108.74530871523,42669.184829387465
2022-01-13 00:00:00+00:00,43935.01,44078.99,43439.0,43528.18,2474.77184762,58.373310557579536,289.0342047701124,41.41081497887285,247.62338979123956,-21268.36249481999,,48.166440007143144,43.551376940082186,2184.9233101843065,2833.0433578120146,43192.632246972185,42747.27529944315
2022-01-13 04:00:00+00:00,43528.18,43827.03,43501.44463198,43731.5,1249.7929143699996,60.06572335522053,324.54706342925783,98.03806466894986,226.50899876030797,-20018.569580449992,,48.31486800101188,46.488556562801406,2028.857359456856,2630.6831179682995,43300.40579757775,42836.75027222105
2022-01-13 08:00:00+00:00,43722.05,44046.19,43515.0,43618.57,2169.4273690399996,58.63965691746586,339.66332518865966,146.36311677289183,193.30020841576783,-22187.996949489992,,48.222382436830415,47.993137068330476,1883.9389766385093,2661.937180970567,43364.0386380622,42907.82479292822
2022-01-13 12:00:00+00:00,43625.01,44456.34,42839.53,43221.69,7108.072539850004,53.80495309728411,315.9758000692236,180.2856534321582,135.69014663706542,-29296.069489339996,,45.6244035053471,47.58202348758313,2424.841906878617,2471.798810901241,43335.56891044976,42936.35799357111
2022-01-13 16:00:00+00:00,43219.05,43512.69,42541.57,42717.02,6382.304500480001,48.346422439046734,253.55775845064636,194.94007443585582,58.61768401479054,-35678.37398982,,36.701528332548214,44.7157955689344,2549.5989135301434,2295.2417529797235,43211.85912835981,42916.41817597373
2022-01-13 20:00:00+00:00,42723.93,42924.47,42321.0,42581.65,4083.4097136000005,46.96993245469772,190.9664408469107,194.1453477180668,-3.1789068711561015,-39761.78370342,,26.313511537505782,39.215456453057875,2588.0547054208473,2131.2959134811717,43085.81730268784,42885.98470543067
2022-01-14 00:00:00+00:00,42576.27,42808.69,42388.88,42658.33,2578.6013253900005,47.87524204942241,145.86832658931962,184.48994349231737,-38.621616902997744,-37183.18237803,,18.184536414914163,31.705994947578816,2403.193655033644,1979.0604910896595,43000.319842150275,42865.28882311879
2022-01-14 04:00:00+00:00,42664.26,42999.99,42607.91,42660.94,2354.3986091700003,47.90784000736817,109.08093420414662,169.4081416346832,-60.32720743053659,-34828.78376886,,12.992680761079155,23.54806426151183,2231.5369653883836,2028.9990274403938,42932.44387372022,42846.71165738072
2022-01-14 08:00:00+00:00,42660.94,42721.37,41842.87,42027.95,4032.7096077499964,41.18135736119415,28.520886788937787,141.23069066553413,-112.70980387659634,-38861.49337660999,,3.3026899745545815,15.198354672013421,2837.181467860643,1884.0705254803656,42751.545098976174,42772.278779437016
2022-01-14 12:00:00+00:00,42027.95,43384.0,41736.0,43120.39,6718.497035130002,53.35391995907366,52.2252269988021,123.42959793218772,-71.20437093338562,-32142.996341479993,,1.6111589268414939,9.022766519347348,2634.5256487277397,2412.1240593746224,42825.31407918094,42803.92525403365
2022-01-14 16:00:00+00:00,43111.78920254,43425.0,42787.5,43110.0,3873.190148720001,53.24106610399066,69.37301232563186,112.61828081087654,-43.24526848524468,-36016.186490199994,,5.063792134922024,5.7425804493493136,2446.345245247187,2280.8294837050066,42882.251263344755,42831.75023093969
2022-01-14 20:00:00+00:00,43107.82,43473.98,43014.22,43086.89,2402.07472929,52.97267319523657,80.17377846686577,106.12938034207438,-25.955601875208615,-38418.26121948999,,8.936060565221398,4.728425400384874,2271.606299158102,2166.893092011795,42923.179010675805,42854.944755399716
2022-01-15 00:00:00+00:00,43085.76,43198.44,42883.5,42957.02,1336.4329231899997,51.40441245015743,77.36225588843809,100.37595545134712,-23.01369956290904,-39754.69414267999,,9.296706869735322,6.226929624180059,2240.068706361096,2012.1150140109526,42929.947208540645,42864.22432309065
2022-01-15 04:00:00+00:00,42954.37,43132.95,42726.0,43100.05,1298.17821315,53.05287236032989,85.68767545362061,97.43829945180183,-11.750623998181212,-38456.51592952999,,9.06494263123117,8.090375550277479,2237.5637987638747,1868.3925130101702,42963.96776683252,42885.6630209915
2022-01-15 08:00:00+00:00,43100.05,43328.0,42895.55,43030.0,1452.5287179599998,52.12035990199509,85.64590815622068,95.0798211926856,-9.433913036464915,-39909.04464748999,,11.02314275873503,9.58021320623073,2077.7378131378837,1929.9859049380182,42977.174213466016,42898.78456453773
2022-01-15 12:00:00+00:00,43036.88,43456.0,42387.86,43426.08,2471.325253170001,56.74946153858568,116.23328810092062,99.3105145743326,16.922773526588017,-37437.71939431999,,12.716999926980561,10.52544804667052,2437.017969342323,1792.129768871017,43066.95537077281,42946.72051321612
2022-01-15 16:00:00+00:00,43441.0,43583.54,43239.0,43540.0,2132.31526408,58.007009026373744,147.96079901941266,109.04057146334861,38.92022755606405,-35305.404130239986,,21.42182124166556,13.55672663965308,2262.9452572464425,1791.6604996659453,43161.56429661825,43000.65501201465
2022-01-15 20:00:00+00:00,43542.0,43826.8,43058.8,43098.2,2506.326890590001,51.725706316245756,135.88906769891764,114.41027071046241,21.47879698845523,-37811.73102082999,,24.90478420391661,17.51668703282444,2101.306310300268,1906.9447496898083,43148.8914372946,43009.52273819513
2022-01-16 00:00:00+00:00,43101.43,43184.52,42854.0,43002.45,1208.1186385499993,50.45063738819623,117.24438854241453,114.97709427685284,2.267294265561688,-39019.84965937999,,19.752938892815177,19.699136066344476,2156.01300242168,1770.7344104262506,43119.60314983568,43008.87976199557
2022-01-16 04:00:00+00:00,43008.58,43298.0,42880.05662391,43233.95,1127.8608653599995,53.43908492507442,119.76785201190069,115.9352458238624,3.832606188038284,-37891.988794019984,,18.821201874480636,21.225186553219494,2002.0120736772744,1757.733381110093,43142.47251986855,43029.34069272325
2022-01-16 08:00:00+00:00,43235.0,43337.7,42779.68095072,43000.11,1245.86302292,50.148891771682045,101.72614559042995,113.09342577717591,-11.367280186745958,-39137.85181693998,,14.609908953336278,19.522208481137174,1959.386884461754,1632.1809967450863,43114.00001589484,43026.68335702114
2022-01-16 12:00:00+00:00,42994.82,43451.62,42600.0,43239.95,2626.098913770001,53.323212714389335,105.56416881474433,111.58757438468959,-6.023405569945254,-36511.75290316998,,13.1655451015579,16.5873987055475,1999.111629148773,1515.596639834723,43139.19001271587,43046.07123365558
2022-01-16 16:00:00+00:00,43250.23,43497.24,42820.71,42853.76,1861.78082382,48.02084429335921,76.56097710940958,104.58225492963359,-28.021277820224014,-38373.53372698998,,9.979807825550278,14.144115938731273,1856.3179413524322,1452.9597369893809,43082.1040101727,43028.58839423235
2022-01-16 20:00:00+00:00,42851.76,43295.0,42760.0,43104.34,1880.0117006399998,51.39790339446656,72.95447674643219,98.25669929299332,-25.302222546561126,-36493.52202634998,,6.9859688278875165,11.185307677082992,1784.4338026844005,1349.1768986329964,43086.55120813816,43035.47490384759
2022-01-17 00:00:00+00:00,43104.35,43209.47,42615.9,42660.86,2086.50868594,45.734636965068596,33.92015906322922,85.38939124704049,-51.46923218381127,-38580.03071228998,,-4.849625310798908,6.320424111049196,1801.074245349799,1252.807120159211,43001.41296651053,43001.41900349781
2022-01-17 04:00:00+00:00,42660.87,42987.73,42337.05,42672.84,2623.807047759997,45.908026100934215,3.9068314303658553,69.09287928370557,-65.18604785333972,-35956.223664529985,,-16.873236764206293,-1.1892713553918512,1951.276084967669,1163.320897290696,42935.69837320842,42971.548184998006
2022-01-17 08:00:00+00:00,42674.23,42936.1,42582.65,42687.28,1626.0611714899999,46.131449942095855,-18.500497415101563,51.57420394394414,-70.0747013590457,-34330.162493039985,,-22.80610664035839,-9.385749971869018,1811.8992217556927,1080.2265474842177,42886.01469856674,42945.70562272546
2022-01-17 12:00:00+00:00,42690.1,42804.98,42396.6,42490.9,2448.14002819,43.4999681518519,-51.51090608416416,30.957181938322478,-82.46808802248664,-36778.30252122998,,-30.646211594425306,-18.793795077447225,1868.5278487731462,1003.0675083782021,42806.99175885339,42904.359657023146
2022-01-17 16:00:00+00:00,42502.72,42555.4,41845.5,42266.89,3770.3845469599996,40.65135715205777,-94.65648659600265,5.834448231457451,-100.49093482746011,-40548.68706818998,,-40.854350159921786,-27.79497628972794,2286.161573860777,931.4198292083305,42698.97140708272,42846.407870021045
2022-01-17 20:00:00+00:00,42266.89,42517.0,41465.0,42218.01,4067.2360852000015,40.035279371320925,-131.28055695033981,-21.588552804902005,-109.6920041454378,-44615.92315338998,,-48.34114931292585,-35.66195442690783,2503.3643185850074,864.8898414077355,42602.77912566617,42789.28079092822
2022-01-18 00:00:00+00:00,42221.0,42456.41,41975.6,42058.0,1723.2025152499998,38.00479565979758,-171.24288492652704,-51.51941922922701,-119.72346569730003,-46339.12566863998,,-51.18789853129516,-42.757402399642025,2324.552581543221,803.1119955928973,42493.82330053294,42722.800719025654
2022-01-18 04:00:00+00:00,42058.47,42359.69,41889.01,42076.41,2027.62822942,38.39195117269127,-199.132311290472,-81.041997641476,-118.09031364899599,-44311.49743921998,,-53.181004460332076,-48.39110061611872,2245.1031114329876,745.7468530505475,42410.34064042635,42664.03792638696
2022-01-18 08:00:00+00:00,42075.86,42083.94,41403.0,41875.54,2910.0190343500003,35.76736817224285,-234.73750503669726,-111.78109912052025,-122.956405916177,-47221.51647356998,,-57.54515739796683,-52.56380242562998,2570.7486034734907,692.4792206897941,42303.38051234108,42592.35629671542
2022-01-18 12:00:00+00:00,41872.26,41969.12,41204.0,41597.37,6188.67698461,32.458161176455235,-282.14844025055936,-145.85456734652809,-136.29387290403128,-53410.19345817998,,-61.40244457463971,-55.82912624105845,2586.1237032253844,643.0164192119518,42162.17840987286,42501.90299701402
2022-01-18 16:00:00+00:00,41606.0,41805.0,41391.85,41709.69,4659.87240226,35.07039007730449,-307.1183930220868,-178.10733248163984,-129.01106054044698,-48750.32105591998,,-62.53923936724964,-58.66696145004707,2401.400581566428,597.0866749825266,42071.68072789829,42429.88363364911
2022-01-18 20:00:00+00:00,41706.33,42692.71,41510.07,42369.74,3991.85155663,47.83770249359637,-270.5282603727537,-196.5915180598626,-73.93674231289111,-44758.46949928998,,-55.574520555324256,-59.26534047379511,2229.8719685973974,1442.147626769488,42131.29258231863,42424.416030590095
