,datetime,open,high,low,close,volume,rsi14,macd1,macd2,macd3,obv,smaObv,wave1,wave2,minusDM,plusDM,result
0,2022-01-01 00:00:00+00:00,0.0796125,0.0801709,0.07952,0.07955,892.1029991999953,,,,,892.1029991999953,,,,,,False
1,2022-01-01 04:00:00+00:00,0.07955,0.07968584,0.07868506,0.07873,1357.1457887600006,,,,,-465.0427895600053,,-121.2121212121212,,,,False
2,2022-01-01 08:00:00+00:00,0.07876,0.07909235,0.07858506,0.079,2073.84345263,,,,,1608.8006630699945,,-102.2616180273343,,,,False
3,2022-01-01 12:00:00+00:00,0.07899,0.07910964,0.07874,0.0789,2783.6256498,,,,,-1174.8249867300053,,-85.38823058762159,,,,False
4,2022-01-01 16:00:00+00:00,0.07891,0.07921,0.0785,0.07917,937.74034906,,,,,-237.08463767000535,,-71.0369550941035,-94.97473123029515,,,False
5,2022-01-01 20:00:00+00:00,0.07917,0.0795,0.07886,0.0789,2159.4185643,,,,,-2396.5032019700056,,-50.68730861379992,-77.34352808071483,,,False
6,2022-01-02 00:00:00+00:00,0.0789,0.07943506,0.07886256,0.07943095,1900.8716016399987,,,,,-495.6316003300069,,-25.6317631433199,-58.18606435971123,,,False
7,2022-01-02 04:00:00+00:00,0.07942,0.0796,0.07925,0.07944,2087.08251217,,,,,1591.450911839993,,-1.3280427276189646,-37.17101739471057,,,False
8,2022-01-02 08:00:00+00:00,0.0794,0.0795,0.07921,0.07925,1760.7582599499988,,,,,-169.3073481100057,,7.321317264002604,-17.581449305184044,,,False
9,2022-01-02 12:00:00+00:00,0.07926,0.08005,0.07921,0.07983,2545.735936889999,,,,,2376.4285887799933,,26.49557857636758,1.7142724923578303,,,False
10,2022-01-02 16:00:00+00:00,0.07983,0.08104264,0.07971,0.081,1969.3121339399972,,,,,4345.740722719991,,49.89598097637228,20.596208522280875,,,False
11,2022-01-02 20:00:00+00:00,0.08092,0.08128782,0.08072,0.08098,1964.9533034199987,,,,,2380.7874192999925,,63.35330164785668,36.76654461614979,,,False
12,2022-01-03 00:00:00+00:00,0.08101234,0.08101234,0.08065926,0.08089,2095.3285587799987,,,,,285.4588605199938,,67.29326014661632,51.759530336803216,,,False
13,2022-01-03 04:00:00+00:00,0.08088,0.08125904,0.08084755,0.08092,2028.9287069300003,,,,,2314.387567449994,,69.41340900276622,62.488987943402876,0.0012756800000000013,0.002506749999999988,False
14,2022-01-03 08:00:00+00:00,0.08094,0.08125,0.0806,0.08096,1864.4631235299992,66.05922551252851,,,,4178.8506909799935,,68.54881010281069,67.15219522501248,0.0014321100000000003,0.0023276964285714177,False
15,2022-01-03 12:00:00+00:00,0.08093,0.08149141,0.08052,0.08107,2682.434299899999,66.95103224705683,,,,6861.284990879993,,67.5311938154606,68.19666826691346,0.001329816428571429,0.002402842397959171,False
16,2022-01-03 16:00:00+00:00,0.08105,0.08116,0.08051994,0.08064,1467.89406347,60.282908497890645,,,,5393.390927409992,,63.035262098521954,67.13216875488986,0.001234889540816323,0.0022312107981049445,False
17,2022-01-03 20:00:00+00:00,0.08062,0.08145,0.08044,0.08107,3697.95392707,64.13023935504265,,,,9091.344854479992,,61.38351876962784,65.12469619660527,0.0011466831450437285,0.0023618385982403043,False
18,2022-01-04 00:00:00+00:00,0.08107,0.08119003,0.08074,0.08086,2004.50834122,61.02138973454506,,,,7086.836513259992,,58.63752023608056,62.64687372992274,0.0010647772061120335,0.00219313584122314,False
19,2022-01-04 04:00:00+00:00,0.08085,0.08118502,0.08071,0.08085,1885.4693974200009,60.87006635981979,,,,5201.367115839991,2433.491913067993,55.67419678372717,59.682624471989385,0.0010187216913897477,0.0020364832811357726,False
20,2022-01-04 08:00:00+00:00,0.0808,0.08218,0.0808,0.0821,1159.6693543399997,70.6633636384282,,,,6361.036470179991,2706.9385866169932,61.66518624924629,59.340105509670465,0.0009459558562904801,0.002886000189626081,False
21,2022-01-04 12:00:00+00:00,0.08213,0.0826,0.08170668,0.08208,2584.4901052999985,70.35993962354577,,,,3776.5463648799923,2919.018044338993,67.52012850891845,60.874257944493124,0.0008783875808411601,0.0030998573189385077,False
22,2022-01-04 16:00:00+00:00,0.08209233,0.08284055,0.08199,0.08278,3008.351521639995,74.48887415751894,,,,6784.897886519988,3177.8229055114925,72.29675292977868,64.28906611791764,0.0008156456107810772,0.0031189889390143208,False
23,2022-01-04 20:00:00+00:00,0.08278,0.08293,0.08240216,0.08261,2018.23450975,71.87042182846128,,,,4766.663376769988,3474.897323686492,74.39280662004835,68.96871857699794,0.0007573852100110003,0.002985654014799017,False
